"id","class","order","family","genus","species","authority","commonNameEnglish","taxonomyType","uniqueIdentifier"
2007692,"Aves","Gruiformes","Gruidae","Grus","americana","Linnaeus, 1758","Whooping Crane","biological","a7ee4eb1-addf-4a5f-92e0-ebfdb2574210"
2007693,"Aves","Gruiformes","Gruidae","Grus","grus","Linnaeus, 1758","Common Crane","biological","e8bd9b76-efcd-4826-9751-9f032c4298ae"
2007695,"Aves","Gruiformes","Gruidae","Grus","nigricollis","Przevalski, 1876","Black-necked Crane","biological","767638c9-d4dd-4331-8bd0-4083f55dc00d"
2007696,"Aves","Otidiformes","Otididae","Tetrax","tetrax","Linnaeus, 1758","Little Bustard","biological","14920d60-c030-40d0-8104-51e2173400f2"
2007697,"Aves","Otidiformes","Otididae","Otis","tarda","Linnaeus, 1758","Great Bustard","biological","4e2cfcf2-9be9-4e0f-b18c-4ff78047633e"
2007700,"Aves","Otidiformes","Otididae","Lissotis","hartlaubii","Heuglin, 1863","Hartlaub's Bustard","biological","e7a54376-c738-4c2b-9703-1519f0b48241"
2007701,"Aves","Otidiformes","Otididae","Lissotis","melanogaster","Rüppell, 1835","Black-bellied Bustard","biological","c2e9d0b5-ddf4-47a6-a534-5e4938cdd21e"
2007702,"Aves","Otidiformes","Otididae","Neotis","ludwigii","Rüppell, 1837","Ludwig's Bustard","biological","46a07632-6c99-40b5-ad5d-9af1982a0991"
2007704,"Aves","Otidiformes","Otididae","Neotis","heuglinii","Hartlaub, 1859","Heuglin's Bustard","biological","bcb1d8ec-a8cf-4196-b072-11b7a153e2ff"
2007705,"Aves","Otidiformes","Otididae","Neotis","nuba","Cretzschmar, 1826","Nubian Bustard","biological","917f5d7a-40ba-44a6-98e9-a44de387b6d7"
2007706,"Aves","Otidiformes","Otididae","Ardeotis","arabs","Linnaeus, 1758","Arabian Bustard","biological","a51e902a-a982-4fa7-8baa-3942f90e633f"
2007707,"Aves","Otidiformes","Otididae","Ardeotis","kori","Burchell, 1822","Kori Bustard","biological","38296099-8b9b-4f18-9615-6d589384b04d"
2007709,"Aves","Otidiformes","Otididae","Ardeotis","australis","Gray, 1829","Australian Bustard","biological","1df09fe1-e940-4606-9717-a89ef3c0dc41"
2007710,"Aves","Otidiformes","Otididae","Houbaropsis","bengalensis","Gmelin, 1789","Bengal Florican","biological","89e09763-aaae-4bf8-b045-7eb538465f2c"
2007711,"Aves","Otidiformes","Otididae","Sypheotides","indicus","Miller, 1782","Lesser Florican","biological","47c0ec86-13c3-46a1-982a-f1ec61f99837"
2007713,"Aves","Otidiformes","Otididae","Lophotis","gindiana","Oustalet, 1881","Buff-crested Bustard","biological","995846de-74ba-4030-bd6f-dbf2e7dee1d7"
2007714,"Aves","Otidiformes","Otididae","Lophotis","ruficrista","Smith, 1836","Red-crested Bustard","biological","2a65f944-8f07-4c69-a5b7-8318a07600c5"
2007715,"Aves","Otidiformes","Otididae","Heterotetrax","vigorsii","Smith, 1831","Karoo Bustard","biological","ab2b8b2a-b33a-4ba8-8fac-83f2e35b6b05"
2007717,"Aves","Otidiformes","Otididae","Heterotetrax","humilis","Blyth, 1856","Little Brown Bustard","biological","9f6506a4-7c3a-4473-94f8-a274e67cbd56"
2007718,"Aves","Otidiformes","Otididae","Afrotis","afra","Linnaeus, 1766","Southern Black Bustard","biological","9a761c2c-ba72-464d-b090-8b031bd25965"
2007719,"Aves","Otidiformes","Otididae","Afrotis","afraoides","Smith, 1831","Northern Black Bustard","biological","9be7a293-d9cb-4089-a3f8-2f57a268a54f"
2007721,"Aves","Otidiformes","Otididae","Eupodotis","caerulescens","Vieillot, 1820","Blue Bustard","biological","5871e0b5-1919-49fa-8ca9-42db8498c470"
2007722,"Aves","Otidiformes","Otididae","Eupodotis","afra","Linnaeus, 1766","Black Korhaan","biological","5668ac16-ea75-46b8-b621-b1c3d4fd35ad"
2007723,"Aves","Otidiformes","Otididae","Eupodotis","ruficrista","Smith, 1836","Red-crested Korhaan","biological","c919ae3a-48a5-4779-8b07-412353d056d3"
2007725,"Aves","Musophagiformes","Musophagidae","Criniferoides","leucogaster","Rüppell, 1842","White-bellied Go-away-bird","biological","f5c4610b-7e5d-42e3-aa62-420ebbf2a291"
2007726,"Aves","Musophagiformes","Musophagidae","Crinifer","zonurus","Rüppell, 1835","Eastern Plantain-eater","biological","d7b891f4-482f-448b-974d-14f5ccb0a478"
2007727,"Aves","Musophagiformes","Musophagidae","Crinifer","piscator","Boddaert, 1783","Western Plantain-eater","biological","189ffad7-9a78-4b2a-bd5f-733aa1c97c86"
2007729,"Aves","Musophagiformes","Musophagidae","Corythaixoides","concolor","Smith, 1833","Grey Go-away-bird","biological","f60f460f-01e7-4e0c-a872-0e833d566adb"
2007730,"Aves","Musophagiformes","Musophagidae","Corythaixoides","personatus","Rüppell, 1842","Touraco masqué","biological","555c8ff9-3787-432a-986b-30bc96512f8a"
2007731,"Aves","Musophagiformes","Musophagidae","Gallirex","porphyreolophus","Vigors, 1831","Purple-crested Turaco","biological","a92ca7cf-83ba-4be2-a8f7-b73640feaf45"
2007732,"Aves","Musophagiformes","Musophagidae","Gallirex","johnstoni","Sharpe, 1901","Ruwenzori Turaco","biological","13134535-e7f8-43bf-a6e2-88515bee9879"
2007734,"Aves","Musophagiformes","Musophagidae","Tauraco","hartlaubi","Fischer & Reichenow, 1884","Hartlaub's Turaco","biological","8b046ec2-24e3-41d3-a52d-ff005c88a4de"
2007735,"Aves","Musophagiformes","Musophagidae","Tauraco","schuettii","Cabanis, 1879","Black-billed Turaco","biological","00339477-70ab-42aa-9a4f-ed2cca9a028f"
2007736,"Aves","Musophagiformes","Musophagidae","Tauraco","livingstonii","Gray, 1864","Livingstone's Turaco","biological","4ed1a506-8096-40f3-ac79-a16894fa26d7"
2007738,"Aves","Musophagiformes","Musophagidae","Tauraco","corythaix","Wagler, 1827","Knysna Turaco","biological","a72c6c65-cdec-4ec8-ac0b-7a1dc2e90727"
2007739,"Aves","Musophagiformes","Musophagidae","Tauraco","persa","Linnaeus, 1758","Green Turaco","biological","5c138cde-8a04-40c1-8081-6f4c192d10c0"
2007740,"Aves","Musophagiformes","Musophagidae","Tauraco","leucotis","Rüppell, 1835","White-cheeked Turaco","biological","efe458b0-11df-4ffc-8940-a8885c4077e0"
2007742,"Aves","Musophagiformes","Musophagidae","Tauraco","bannermani","Bates, 1923","Bannerman's Turaco","biological","0f098709-aab2-4813-8263-0747a991c910"
2007743,"Aves","Musophagiformes","Musophagidae","Tauraco","erythrolophus","Vieillot, 1819","Red-crested Turaco","biological","f792d10d-7acb-4dba-bd94-c554e2bad15a"
2007744,"Aves","Musophagiformes","Musophagidae","Tauraco","leucolophus","Heuglin, 1855","White-crested Turaco","biological","f56df79b-178f-4062-af42-3cb9ffc35c06"
2007745,"Aves","Musophagiformes","Musophagidae","Tauraco","macrorhynchus","Fraser, 1839","Yellow-billed Turaco","biological","b0b55531-79b7-4774-83d1-eb49c013278d"
2007747,"Aves","Musophagiformes","Musophagidae","Musophaga","violacea","Isert, 1789","Violet Turaco","biological","b2550f84-0fc9-48c2-9d97-dea15d064c8f"
2007748,"Aves","Gaviiformes","Gaviidae","Gavia","stellata","Pontoppidan, 1763","Red-throated Loon","biological","3e789c83-a46a-46d5-aaf4-ce7a9d2991b2"
2007749,"Aves","Gaviiformes","Gaviidae","Gavia","arctica","Linnaeus, 1758","Arctic Loon","biological","8ec421a9-fc0c-48d1-ad51-21f7f5c9fa16"
2007751,"Aves","Gaviiformes","Gaviidae","Gavia","immer","Brünnich, 1764","Common Loon","biological","dbd375bb-661d-4b1c-a815-13a31d97a047"
2007752,"Aves","Gaviiformes","Gaviidae","Gavia","adamsii","Gray, 1859","Yellow-billed Loon","biological","ac286d99-70e6-42c8-80e6-be94e5918875"
2007753,"Aves","Sphenisciformes","Spheniscidae","Aptenodytes","patagonicus","Miller, 1778","King Penguin","biological","252a623e-dffe-4b50-ad25-9ed413b14eb4"
2007755,"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","papua","Forster, 1781","Gentoo Penguin","biological","7e8d3303-07ba-4d30-ae4a-acd24a97c2f6"
2007756,"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Hombron & Jacquinot, 1841","Adelie Penguin","biological","6bd2a0a9-8dfd-431b-9b27-1fce07cbcbae"
2008040,"Aves","Pelecaniformes","Ardeidae","Syrigma","sibilatrix","Temminck, 1824","Whistling Heron","biological","813a91f3-65e2-4866-ae08-dffa7ad8f267"
2007758,"Aves","Sphenisciformes","Spheniscidae","Eudyptes","schlegeli","Finsch, 1876","Royal Penguin","biological","a87fa56c-9cc2-4ff7-9cba-958dd58a19a5"
2007760,"Aves","Sphenisciformes","Spheniscidae","Eudyptes","moseleyi","Mathews & Iredale, 1921","Northern Rockhopper Penguin","biological","7637d793-f8f6-45d8-85f8-a86a9f54f97e"
2007761,"Aves","Sphenisciformes","Spheniscidae","Eudyptes","sclateri","Buller, 1888","Erect-crested Penguin","biological","1bf2ea5c-d92f-4c84-bf1b-bdcbe250c112"
2007762,"Aves","Sphenisciformes","Spheniscidae","Eudyptes","robustus","Oliver, 1953","Snares Penguin","biological","f24afdd7-2678-4fb9-b538-6d28f40d0e3e"
2007764,"Aves","Sphenisciformes","Spheniscidae","Eudyptes","filholi","Hutton, 1879","Eastern Rockhopper Penguin","biological","122d8c53-0a19-471c-9149-04574cb347cf"
2007765,"Aves","Sphenisciformes","Spheniscidae","Eudyptes","pachyrhynchus","Gray, 1845",NA,"biological","876b7200-7b41-4bb3-a0f2-3a69dd1a96b7"
2007767,"Aves","Sphenisciformes","Spheniscidae","Eudyptula","minor","Forster, 1781","Little Penguin","biological","3c812633-8e59-4031-bb26-2c5bc68df307"
2007768,"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Linnaeus, 1758","African Penguin","biological","8ade21e0-687d-4554-9605-ab2d831a2a5f"
2007769,"Aves","Sphenisciformes","Spheniscidae","Spheniscus","magellanicus","Forster, 1781","Magellanic Penguin","biological","f7e81f18-1239-4071-a493-b7a40e5e4584"
2007770,"Aves","Sphenisciformes","Spheniscidae","Spheniscus","humboldti","Meyen, 1834","Humboldt Penguin","biological","76adf3f9-85a7-45d1-b741-9a97e7848bd8"
2007771,"Aves","Sphenisciformes","Spheniscidae","Spheniscus","mendiculus","Sundevall, 1871","Galapagos Penguin","biological","cb39f69c-7dd7-44c1-880b-8a15bc01b105"
2007773,"Aves","Procellariiformes","Oceanitidae","Oceanites","gracilis","Elliot, 1859","White-vented Storm-petrel","biological","83e25562-72b0-49f0-b34d-8450179752e5"
2007775,"Aves","Procellariiformes","Oceanitidae","Garrodia","nereis","Gould, 1841","Grey-backed Storm-petrel","biological","346db083-b997-4ec7-89bb-fd446be3540b"
2007776,"Aves","Procellariiformes","Oceanitidae","Pelagodroma","marina","Latham, 1790",NA,"biological","6d46461f-7213-4775-8869-f161951b8634"
2007777,"Aves","Procellariiformes","Oceanitidae","Pelagodroma","albiclunis","Murphy and Irving, 1951",NA,"biological","97b5e14e-f633-4d70-92c7-556121eebb40"
2007778,"Aves","Procellariiformes","Oceanitidae","Fregetta","grallaria","Vieillot, 1817","White-bellied Storm-petrel","biological","a9348d61-f328-46e4-a099-07d06b551ae8"
2007779,"Aves","Procellariiformes","Oceanitidae","Fregetta","tropica","Gould, 1844","Black-bellied Storm-petrel","biological","e698a728-4012-4291-bd90-a738b88cde66"
2007780,"Aves","Procellariiformes","Oceanitidae","Fregetta","maoriana","Mathews, 1932","New Zealand Storm-petrel","biological","cf94ec98-33ca-46d5-8e07-c4824439d31d"
2007781,"Aves","Procellariiformes","Oceanitidae","Nesofregetta","fuliginosa","Gmelin, 1789","Polynesian Storm-petrel","biological","b76539e3-6c77-4d4a-88a9-af268b0c2f92"
2007782,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","pelagicus","Linnaeus, 1758","European Storm-petrel","biological","63c8d085-9113-4b8c-afa8-7986f93752ac"
2007784,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","matsudairae","Kuroda, 1922","Matsudaira's Storm-petrel","biological","4e30bdf0-c284-4232-a9de-d0860aaa55b6"
2007785,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","melania","Bonaparte, 1854","Black Storm-petrel","biological","b65acdb6-e301-4b16-bfcf-2448f6f1fdc1"
2007786,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","homochroa","Coues, 1864","Ashy Storm-petrel","biological","7dff0f29-baba-40cd-8289-21eefc86e28f"
2007787,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","microsoma","Coues, 1864","Least Storm-petrel","biological","403c16e5-a565-455f-8240-05df8544015e"
2007788,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","tethys","Bonaparte, 1852","Wedge-rumped Storm-petrel","biological","43cb73b8-9c43-4aee-89fc-2605aad03fc4"
2007790,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","monorhis","Swinhoe, 1867","Swinhoe's Storm-petrel","biological","cbc44345-3c97-4784-852a-a2fdcd29072e"
2007791,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","macrodactylus","Bryant, 1887","Guadalupe Storm-petrel","biological","66b58718-5f8b-4d31-9c12-a78799a42d93"
2007792,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","tristrami","Salvin, 1896","Tristram's Storm-petrel","biological","573c5804-8495-412b-9983-a4a296bd478b"
2007793,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","markhami","Salvin, 1883","Markham's Storm-petrel","biological","5c491841-86fb-4c54-9d2a-6e3ca15f3b82"
2007795,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","hornbyi","G.R. Gray, 1864","Ringed Storm-petrel","biological","e59f4116-788a-4a8f-b51f-4fdc032fe094"
2007796,"Aves","Procellariiformes","Hydrobatidae","Hydrobates","castro","Harcourt, 1851","Madeiran Storm-Petrel","biological","ef82c2c3-3cb7-412f-ae64-c28908d4ef75"
2007797,"Aves","Procellariiformes","Diomedeidae","Diomedea","sanfordi","Murphy, 1917","Northern Royal Albatross","biological","f1ca4382-ab7e-4fab-b2e4-9325b346e0d2"
2007799,"Aves","Procellariiformes","Diomedeidae","Diomedea","dabbenena","Mathews, 1929","Tristan Albatross","biological","72782a05-8d06-410f-8d2c-d0228e5c34e2"
2007800,"Aves","Procellariiformes","Diomedeidae","Diomedea","chlororhynchos","Gmelin, 1789","Yellow-nosed Mollymawk","biological","bb41bde7-dcf9-4601-9d3c-90eb58fb6131"
2007801,"Aves","Procellariiformes","Diomedeidae","Diomedea","melanophris","Temminck, 1828","Black-browed Mollymawk","biological","99aa9cdd-43c5-4a4f-9bd0-2265b0e98840"
2007802,"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Linnaeus, 1758","Albatros hurleur","biological","e36a3a9a-f5d3-4139-9648-b317e6c1989e"
2007804,"Aves","Procellariiformes","Diomedeidae","Diomedea","cauta","Gould, 1841","Albatros à cape blanche","biological","da7b8828-055c-4388-bb91-6d4134697155"
2007805,"Aves","Procellariiformes","Diomedeidae","Diomedea","gibsoni","Robertson & Warham, 1992",NA,"biological","5beef7c7-8a7a-49b9-a15a-d8747197d452"
2007806,"Aves","Procellariiformes","Diomedeidae","Diomedea","antipodensis","Robertson & Warham, 1992",NA,"biological","64c574e2-f7f7-4041-8dfb-dc13f1c74dd2"
2007808,"Aves","Procellariiformes","Diomedeidae","Phoebetria","palpebrata","Forster, 1785","Light-mantled Albatross","biological","9b002bcd-1e08-4b6a-af59-19578f09819a"
2007809,"Aves","Procellariiformes","Diomedeidae","Phoebastria","irrorata","Salvin, 1883","Waved Albatross","biological","7b576e33-707c-4324-bf16-8de6a04bd14b"
2007810,"Aves","Procellariiformes","Diomedeidae","Phoebastria","nigripes","Audubon, 1849","Black-footed Albatross","biological","7cb6ded3-7dc4-4123-92bd-4fe834c510f7"
2007813,"Aves","Procellariiformes","Diomedeidae","Thalassarche","chlororhynchos","Gmelin, 1789","Atlantic Yellow-nosed Albatross","biological","c83a6abc-f720-481c-ba4b-f7ab5cbe9410"
2007815,"Aves","Procellariiformes","Diomedeidae","Thalassarche","chrysostoma","Forster, 1785","Grey-headed Albatross","biological","23b831d0-813d-4af3-a882-f1342d755f0f"
2007816,"Aves","Procellariiformes","Diomedeidae","Thalassarche","melanophris","Temminck, 1828","Black-browed Albatross","biological","aa657dcf-ff00-4e1a-923a-6b55d1573551"
2007817,"Aves","Procellariiformes","Diomedeidae","Thalassarche","impavida","Mathews, 1912","Campbell Albatross","biological","3cf133e1-71a3-43fd-b060-49708a4e402d"
2007818,"Aves","Procellariiformes","Diomedeidae","Thalassarche","steadi","Falla, 1933","White-capped Albatross","biological","a2c4b8b4-ca32-449b-bbd9-9197d9105a2d"
2007820,"Aves","Procellariiformes","Diomedeidae","Thalassarche","salvini","Rothschild, 1893","Salvin's Albatross","biological","b25cd07a-744e-4ade-b7a1-bed29067087f"
2007821,"Aves","Procellariiformes","Diomedeidae","Thalassarche","bulleri","Rothschild, 1893",NA,"biological","936ae0bc-e56a-46e7-95c3-3ea1b761b2c3"
2007822,"Aves","Procellariiformes","Diomedeidae","Thalassarche","cauta","Gould, 1841",NA,"biological","ccc25720-e87a-426c-9590-48d909a1dd6d"
2007823,"Aves","Procellariiformes","Diomedeidae","Thalassarche","platei","Reichenow, 1898",NA,"biological","45e8eff1-adcd-412d-bbc0-bca5c31900ca"
2007825,"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Gmelin, 1789","Southern Giant Petrel","biological","9010af36-77ab-41b4-b40d-ca99b0ca3606"
2007826,"Aves","Procellariiformes","Procellariidae","Fulmarus","glacialis","Linnaeus, 1761","Northern Fulmar","biological","2640b206-25ff-4968-bf32-c818f07fbd8c"
2007827,"Aves","Procellariiformes","Procellariidae","Fulmarus","glacialoides","Smith, 1840","Southern Fulmar","biological","3ce9b452-0c2a-4ab1-880b-0c26d190781c"
2007829,"Aves","Procellariiformes","Procellariidae","Daption","capense","Linnaeus, 1758","Cape Petrel","biological","ce38c016-ec23-4f4e-968b-424cb57c5e73"
2007830,"Aves","Procellariiformes","Procellariidae","Pagodroma","nivea","Forster, 1777","Snow Petrel","biological","23e34d8b-7391-4d6b-9a24-dc50ea5367dc"
2007831,"Aves","Procellariiformes","Procellariidae","Halobaena","caerulea","Gmelin, 1789","Blue Petrel","biological","139e3fbc-681a-4434-ade2-4b29901085bb"
2007833,"Aves","Procellariiformes","Procellariidae","Pachyptila","macgillivrayi","Mathews, 1912","MacGillivray's Prion","biological","c8a5c857-b5a6-4fc9-8863-962fba8b1263"
2007834,"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Gmelin, 1789","Antarctic Prion","biological","f3231406-1a32-44c3-839f-87a00347848a"
2007835,"Aves","Procellariiformes","Procellariidae","Pachyptila","belcheri","Mathews, 1912","Slender-billed Prion","biological","4294ba28-dd6c-4eb9-968c-ea298a9f89b0"
2007836,"Aves","Procellariiformes","Procellariidae","Pachyptila","turtur","Kuhl, 1820","Fairy Prion","biological","a7f7b05c-cbcd-43da-97a3-65635fc27305"
2007838,"Aves","Procellariiformes","Procellariidae","Pachyptila","salvini","Mathews, 1912",NA,"biological","ebc142ba-7974-4992-8e00-8a4d2a39182b"
2007839,"Aves","Procellariiformes","Procellariidae","Aphrodroma","brevirostris","Lesson, 1831","Kerguelen Petrel","biological","adcf1773-35c1-4e6c-ba4a-13717c8080e4"
2007840,"Aves","Procellariiformes","Procellariidae","Pterodroma","rupinarum","Olson, 1975","Large St Helena Petrel","biological","98a88c6a-e8cd-476c-9d2f-d63735a55c28"
2007842,"Aves","Procellariiformes","Procellariidae","Pterodroma","brevipes","Peale, 1848","Collared Petrel","biological","790bc221-0727-4d5e-a7b6-f55ccf04e8a3"
2007843,"Aves","Procellariiformes","Procellariidae","Pterodroma","defilippiana","Giglioli & Salvadori, 1869","Masatierra Petrel","biological","23cb5482-930c-42ef-8ee6-e36234107ea1"
2007844,"Aves","Procellariiformes","Procellariidae","Pterodroma","longirostris","Stejneger, 1893","Stejneger's Petrel","biological","c1d97c59-0830-4d1e-9bf3-791ff044b1cd"
2007846,"Aves","Procellariiformes","Procellariidae","Pterodroma","pycrofti","Falla, 1933","Pycroft's Petrel","biological","6165dfb7-ad65-433f-8e86-4ce84a9c57d7"
2007847,"Aves","Procellariiformes","Procellariidae","Pterodroma","hypoleuca","Salvin, 1888","Bonin Petrel","biological","b9e3c55b-6620-4ddb-a062-1cd9db70903c"
2007848,"Aves","Procellariiformes","Procellariidae","Pterodroma","nigripennis","Rothschild, 1893","Black-winged Petrel","biological","13354670-b34f-42ff-a094-a44418b45caf"
2007850,"Aves","Procellariiformes","Procellariidae","Pterodroma","ultima","Murphy, 1949","Murphy's Petrel","biological","af93847f-4681-4856-b090-bd4f7375f6cf"
2007851,"Aves","Procellariiformes","Procellariidae","Pterodroma","solandri","Gould, 1844","Providence Petrel","biological","e5c0d26c-b5a3-4fc4-9bda-59144244f20f"
2007852,"Aves","Procellariiformes","Procellariidae","Pterodroma","neglecta","Schlegel, 1863","Kermadec Petrel","biological","dd5dbe51-cdea-4181-a3b2-f8e7c11eb162"
2007854,"Aves","Procellariiformes","Procellariidae","Pterodroma","atrata","Mathews, 1912","Henderson Petrel","biological","0575f391-3482-43d6-bad3-ca8d427dc1de"
2007855,"Aves","Procellariiformes","Procellariidae","Pterodroma","alba","Gmelin, 1789","Phoenix Petrel","biological","7a5b1d50-02eb-4a0c-a659-cc1bb6a801a6"
2007856,"Aves","Procellariiformes","Procellariidae","Pterodroma","baraui","Jouanin, 1964","Barau's Petrel","biological","31b9138d-b10c-4278-bf30-fa9582c20d95"
2007858,"Aves","Procellariiformes","Procellariidae","Pterodroma","sandwichensis","Ridgway, 1884","Hawaiian Petrel","biological","23d0832b-6e81-49e2-9fb4-3e4edf234786"
2007859,"Aves","Procellariiformes","Procellariidae","Pterodroma","phaeopygia","Salvin, 1876","Galapagos Petrel","biological","8fc73565-cff4-41ca-9144-69d0e181ac7a"
2007860,"Aves","Procellariiformes","Procellariidae","Pterodroma","cervicalis","Salvin, 1891","White-necked Petrel","biological","3d612d63-8108-4ce5-b54d-b8f37c64a501"
2007861,"Aves","Procellariiformes","Procellariidae","Pterodroma","externa","Salvin, 1875","Juan Fernandez Petrel","biological","0d48703e-dab9-4570-846a-86fbc8dafcfd"
2007863,"Aves","Procellariiformes","Procellariidae","Pterodroma","cahow","Nichols & Mowbray, 1916","Bermuda Petrel","biological","1e7b3956-a232-4c8c-918a-3628b805049b"
2007864,"Aves","Procellariiformes","Procellariidae","Pterodroma","caribbaea","Carte, 1866","Jamaican Petrel","biological","4739b2ee-bf03-4afb-b662-06113dff72dc"
2007865,"Aves","Procellariiformes","Procellariidae","Pterodroma","deserta","Mathews, 1934","Desertas Petrel","biological","e05a3b3d-dd48-483b-8e6f-4ce6e6c70314"
2007867,"Aves","Procellariiformes","Procellariidae","Pterodroma","magentae","Giglioli & Salvadori, 1869","Magenta Petrel","biological","9b91bc4d-237e-4dfc-8b39-106e72c88382"
2007870,"Aves","Procellariiformes","Procellariidae","Pterodroma","gouldi","Hutton, 1869","Grey-faced Petrel","biological","22e610cc-aed3-4c48-bcb7-3b22116e3595"
2007871,"Aves","Procellariiformes","Procellariidae","Pterodroma","macroptera","Smith, 1840","Pétrel noir","biological","ee64b944-f044-4a24-a5da-63cf0e48171c"
2007872,"Aves","Procellariiformes","Procellariidae","Pterodroma","feae","Salvadori, 1899","Gon-gon","biological","eab27fa5-d63f-4732-a787-1ce67a775e69"
2007874,"Aves","Procellariiformes","Procellariidae","Pterodroma","arminjoniana","Giglioli & Salvadori, 1869","Pétrel de la Trinité du Sud","biological","33946893-9608-46fc-ae24-67dceb972809"
2007875,"Aves","Procellariiformes","Procellariidae","Pterodroma","hasitata","Kuhl, 1820",NA,"biological","a205b908-060a-4c8f-92b1-6f8d947ef700"
2007876,"Aves","Procellariiformes","Procellariidae","Procellaria","cinerea","Gmelin, 1789","Grey Petrel","biological","eb9672e2-730d-4f41-b9a6-5be31f1df35e"
2007878,"Aves","Procellariiformes","Procellariidae","Procellaria","westlandica","Falla, 1946","Westland Petrel","biological","0583a9f4-cb9d-4b0b-a6fc-84332baab396"
2007879,"Aves","Procellariiformes","Procellariidae","Procellaria","parkinsoni","Gray, 1862","Black Petrel","biological","56140349-c53a-4167-8e21-3e72ecae7a02"
2007880,"Aves","Procellariiformes","Procellariidae","Procellaria","aequinoctialis","Linnaeus, 1758","Puffin à menton blanc","biological","8f62cbe5-3b8a-4dbf-89ba-30ead4109386"
2007881,"Aves","Procellariiformes","Procellariidae","Ardenna","pacifica","Gmelin, 1789","Wedge-tailed Shearwater","biological","d11b527b-b2d7-4957-a56a-4866fbdd582a"
2007883,"Aves","Procellariiformes","Procellariidae","Ardenna","tenuirostris","Temminck, 1835","Short-tailed Shearwater","biological","2175f08a-4175-4b35-81bc-43d71f7eb2dc"
2007884,"Aves","Procellariiformes","Procellariidae","Ardenna","grisea","Gmelin, 1789","Sooty Shearwater","biological","764bed21-09c8-445b-b85a-69474b53f6ee"
2007885,"Aves","Procellariiformes","Procellariidae","Ardenna","gravis","O'Reilly, 1818","Great Shearwater","biological","3a4bfb99-65cb-404c-ad18-c61c6c8af13b"
2007887,"Aves","Procellariiformes","Procellariidae","Ardenna","creatopus","Coues, 1864","Pink-footed Shearwater","biological","92fa8623-0b11-4fa6-9f03-55a6a9f2dc13"
2007888,"Aves","Procellariiformes","Procellariidae","Calonectris","leucomelas","Temminck, 1835","Streaked Shearwater","biological","348b4929-248c-45d7-bc69-0a8e86826b6f"
2007889,"Aves","Procellariiformes","Procellariidae","Calonectris","borealis","Cory, 1881","Cory's Shearwater","biological","5811c3a7-38d9-4f1c-a30d-dc837338c626"
2007891,"Aves","Procellariiformes","Procellariidae","Calonectris","diomedea","Scopoli, 1769",NA,"biological","6de8d0cd-2093-49d3-a81d-caa8af6e1699"
2007892,"Aves","Procellariiformes","Procellariidae","Puffinus","nativitatis","Streets, 1877","Christmas Shearwater","biological","966a6367-1b50-481f-b4b2-3b15f131ced1"
2007893,"Aves","Procellariiformes","Procellariidae","Puffinus","subalaris","Ridgway, 1897","Galapagos Shearwater","biological","ea392705-0c24-418c-a29e-fa604409435b"
2007894,"Aves","Procellariiformes","Procellariidae","Puffinus","gavia","Forster, 1844","Fluttering Shearwater","biological","80f1720d-97c2-485b-a3f5-e719c01d175f"
2007896,"Aves","Procellariiformes","Procellariidae","Puffinus","opisthomelas","Coues, 1864","Black-vented Shearwater","biological","387821bb-86cf-464a-aa0f-8d9ad7e2f0b0"
2007897,"Aves","Procellariiformes","Procellariidae","Puffinus","bryani","Pyle, Welch & Fleischer, 2011","Bryan's Shearwater","biological","98f44fcd-8360-4077-949d-302cd59de38e"
2007898,"Aves","Procellariiformes","Procellariidae","Puffinus","newelli","Henshaw, 1900","Newell's Shearwater","biological","a2e1a9e1-4c62-4153-889b-4cf519aaf211"
2007899,"Aves","Procellariiformes","Procellariidae","Puffinus","bailloni","Bonaparte, 1857","Tropical Shearwater","biological","c699129b-2d17-46aa-b04b-0856785fcec7"
2007901,"Aves","Procellariiformes","Procellariidae","Puffinus","bannermani","Mathews & Iredale, 1915","Bannerman's Shearwater","biological","6b5852be-955b-416d-8427-d7e30faaed6c"
2007902,"Aves","Procellariiformes","Procellariidae","Puffinus","puffinus","Brünnich, 1764","Manx Shearwater","biological","3c6a6c5a-b4dc-44be-b43b-3b3e98cd2867"
2007903,"Aves","Procellariiformes","Procellariidae","Puffinus","mauretanicus","Lowe, 1921","Balearic Shearwater","biological","23c145d1-f550-4214-bdfa-fb2825e5adeb"
