"id","class","order","family","genus","species","commonNameEnglish"
14754,"Aves","Passeriformes","Troglodytidae","Cantorchilus","superciliaris","Superciliated Wren"
14755,"Aves","Passeriformes","Troglodytidae","Cantorchilus","leucotis","Buff-breasted Wren"
14756,"Aves","Passeriformes","Troglodytidae","Cantorchilus","longirostris","Long-billed Wren"
14757,"Aves","Passeriformes","Troglodytidae","Cantorchilus","guarayanus","Fawn-breasted Wren"
14758,"Aves","Passeriformes","Troglodytidae","Cantorchilus","semibadius","Riverside Wren"
14759,"Aves","Passeriformes","Troglodytidae","Cantorchilus","nigricapillus","Bay Wren"
14760,"Aves","Passeriformes","Troglodytidae","Cantorchilus","zeledoni","Canebrake Wren"
14761,"Aves","Passeriformes","Troglodytidae","Cantorchilus","griseus","Grey Wren"
14762,"Aves","Passeriformes","Troglodytidae","Cantorchilus","modestus",NA
14763,"Aves","Passeriformes","Troglodytidae","Uropsila","leucogastra","White-bellied Wren"
14764,"Aves","Passeriformes","Troglodytidae","Henicorhina","leucosticta","White-breasted Wood-wren"
14765,"Aves","Passeriformes","Troglodytidae","Henicorhina","leucoptera","Bar-winged Wood-wren"
14766,"Aves","Passeriformes","Troglodytidae","Henicorhina","anachoreta","Hermit Wood-wren"
14767,"Aves","Passeriformes","Troglodytidae","Henicorhina","negreti","Munchique Wood-wren"
14768,"Aves","Passeriformes","Troglodytidae","Henicorhina","leucophrys","Gray-breasted Wood-Wren"
14769,"Aves","Passeriformes","Troglodytidae","Cyphorhinus","dichrous","Northern Chestnut-breasted Wren"
14770,"Aves","Passeriformes","Troglodytidae","Cyphorhinus","phaeocephalus","Song Wren"
14771,"Aves","Passeriformes","Troglodytidae","Cyphorhinus","arada","Musician Wren"
14772,"Aves","Passeriformes","Troglodytidae","Cyphorhinus","thoracicus",NA
14773,"Aves","Passeriformes","Cinclidae","Cinclus","cinclus","White-throated Dipper"
14774,"Aves","Passeriformes","Cinclidae","Cinclus","pallasii","Brown Dipper"
14775,"Aves","Passeriformes","Cinclidae","Cinclus","mexicanus","American Dipper"
14776,"Aves","Passeriformes","Cinclidae","Cinclus","leucocephalus","White-capped Dipper"
14777,"Aves","Passeriformes","Cinclidae","Cinclus","schulzii","Rufous-throated Dipper"
14778,"Aves","Passeriformes","Buphagidae","Buphagus","erythrorynchus","Red-billed Oxpecker"
14779,"Aves","Passeriformes","Buphagidae","Buphagus","africanus","Yellow-billed Oxpecker"
14780,"Aves","Passeriformes","Sturnidae","Sturnus","vulgaris","Common Starling"
14781,"Aves","Passeriformes","Sturnidae","Sturnus","unicolor","Spotless Starling"
14782,"Aves","Passeriformes","Sturnidae","Creatophora","cinerea","Wattled Starling"
14783,"Aves","Passeriformes","Sturnidae","Pastor","roseus","Rosy Starling"
14784,"Aves","Passeriformes","Sturnidae","Agropsar","sturninus","Purple-backed Starling"
14785,"Aves","Passeriformes","Sturnidae","Agropsar","philippensis","Chestnut-cheeked Starling"
14786,"Aves","Passeriformes","Sturnidae","Gracupica","jalla","Javan Pied Starling"
14787,"Aves","Passeriformes","Sturnidae","Gracupica","nigricollis","Black-collared Starling"
14788,"Aves","Passeriformes","Sturnidae","Gracupica","contra","Pied Myna"
14789,"Aves","Passeriformes","Sturnidae","Sturnornis","albofrontatus","White-faced Starling"
14790,"Aves","Passeriformes","Sturnidae","Leucopsar","rothschildi","Bali Myna"
14791,"Aves","Passeriformes","Sturnidae","Fregilupus","varius","Reunion Starling"
14792,"Aves","Passeriformes","Sturnidae","Necropsar","rodericanus","Rodrigues Starling"
14793,"Aves","Passeriformes","Sturnidae","Necropsar","legauti","Leguat's Starling"
14794,"Aves","Passeriformes","Sturnidae","Sturnia","sinensis","White-shouldered Starling"
14795,"Aves","Passeriformes","Sturnidae","Sturnia","pagodarum","Brahminy Starling"
14796,"Aves","Passeriformes","Sturnidae","Sturnia","malabarica","Chestnut-tailed Starling"
14797,"Aves","Passeriformes","Sturnidae","Sturnia","erythropygia","White-headed Starling"
14798,"Aves","Passeriformes","Sturnidae","Spodiopsar","sericeus","Red-billed Starling"
14799,"Aves","Passeriformes","Sturnidae","Spodiopsar","cineraceus","White-cheeked Starling"
14800,"Aves","Passeriformes","Sturnidae","Acridotheres","tristis","Common Myna"
14801,"Aves","Passeriformes","Sturnidae","Acridotheres","ginginianus","Bank Myna"
14802,"Aves","Passeriformes","Sturnidae","Acridotheres","leucocephalus","Vinous-breasted Myna"
14803,"Aves","Passeriformes","Sturnidae","Acridotheres","tricolor","Grey-backed Myna"
14804,"Aves","Passeriformes","Sturnidae","Acridotheres","tertius","Grey-rumped Myna"
14805,"Aves","Passeriformes","Sturnidae","Acridotheres","fuscus","Jungle Myna"
14806,"Aves","Passeriformes","Sturnidae","Acridotheres","cinereus","Pale-bellied Myna"
14807,"Aves","Passeriformes","Sturnidae","Acridotheres","javanicus","Javan Myna"
14808,"Aves","Passeriformes","Sturnidae","Acridotheres","albocinctus","Collared Myna"
14809,"Aves","Passeriformes","Sturnidae","Acridotheres","cristatellus","Crested Myna"
14810,"Aves","Passeriformes","Sturnidae","Acridotheres","burmannicus",NA
14811,"Aves","Passeriformes","Sturnidae","Acridotheres","grandis",NA
14812,"Aves","Passeriformes","Sturnidae","Acridotheres","melanopterus",NA
14813,"Aves","Passeriformes","Sturnidae","Onychognathus","tenuirostris","Slender-billed Starling"
14814,"Aves","Passeriformes","Sturnidae","Onychognathus","nabouroup","Pale-winged Starling"
14815,"Aves","Passeriformes","Sturnidae","Onychognathus","neumanni","Neumann's Starling"
14816,"Aves","Passeriformes","Sturnidae","Onychognathus","fulgidus","Chestnut-winged Starling"
14817,"Aves","Passeriformes","Sturnidae","Onychognathus","walleri","Waller's Starling"
14818,"Aves","Passeriformes","Sturnidae","Onychognathus","albirostris","White-billed Starling"
14819,"Aves","Passeriformes","Sturnidae","Onychognathus","tristramii","Tristram's Starling"
14820,"Aves","Passeriformes","Sturnidae","Onychognathus","salvadorii","Bristle-crowned Starling"
14821,"Aves","Passeriformes","Sturnidae","Onychognathus","frater","Socotra Starling"
14822,"Aves","Passeriformes","Sturnidae","Onychognathus","blythii","Somali Starling"
14823,"Aves","Passeriformes","Sturnidae","Onychognathus","morio","Etourneau à bec robuste"
14824,"Aves","Passeriformes","Sturnidae","Saroglossa","spilopterus","Spot-winged Starling"
14825,"Aves","Passeriformes","Sturnidae","Neocichla","gutturalis","Babbling Starling"
14826,"Aves","Passeriformes","Sturnidae","Grafisia","torquata","White-collared Starling"
14827,"Aves","Passeriformes","Sturnidae","Speculipastor","bicolor","Magpie Starling"
14828,"Aves","Passeriformes","Sturnidae","Pholia","sharpii","Sharpe's Starling"
14829,"Aves","Passeriformes","Sturnidae","Poeoptera","stuhlmanni","Stuhlmann's Starling"
14830,"Aves","Passeriformes","Sturnidae","Poeoptera","kenricki","Kenrick's Starling"
14831,"Aves","Passeriformes","Sturnidae","Poeoptera","lugubris","Narrow-tailed Starling"
14832,"Aves","Passeriformes","Sturnidae","Poeoptera","femoralis","Abbott's Starling"
14833,"Aves","Passeriformes","Sturnidae","Lamprotornis","hildebrandti","Hildebrandt's Starling"
14834,"Aves","Passeriformes","Sturnidae","Lamprotornis","shelleyi","Shelley's Starling"
14835,"Aves","Passeriformes","Sturnidae","Lamprotornis","australis","Burchell's Starling"
14836,"Aves","Passeriformes","Sturnidae","Lamprotornis","caudatus","Long-tailed Glossy Starling"
14837,"Aves","Passeriformes","Sturnidae","Lamprotornis","purpuroptera","Rüppell's Starling"
14838,"Aves","Passeriformes","Sturnidae","Lamprotornis","benguelensis","Benguela Long-tailed Starling"
14839,"Aves","Passeriformes","Sturnidae","Lamprotornis","violacior","Cunene Long-tailed Starling"
14840,"Aves","Passeriformes","Sturnidae","Lamprotornis","unicolor","Ashy Starling"
14841,"Aves","Passeriformes","Sturnidae","Lamprotornis","ornatus","Principe Starling"
14842,"Aves","Passeriformes","Sturnidae","Lamprotornis","splendidus","Splendid Starling"
14843,"Aves","Passeriformes","Sturnidae","Lamprotornis","regius","Golden-breasted Starling"
14844,"Aves","Passeriformes","Sturnidae","Lamprotornis","superbus","Superb Starling"
17536,"Mammalia","Primates","Callitrichidae","Callithrix",NA,NA
14845,"Aves","Passeriformes","Sturnidae","Lamprotornis","pulcher","Chestnut-bellied Starling"
14846,"Aves","Passeriformes","Sturnidae","Lamprotornis","bicolor","African Pied Starling"
14847,"Aves","Passeriformes","Sturnidae","Lamprotornis","albicapillus","White-crowned Starling"
14848,"Aves","Passeriformes","Sturnidae","Lamprotornis","fischeri","Fischer's Starling"
14849,"Aves","Passeriformes","Sturnidae","Lamprotornis","acuticaudus","Sharp-tailed Starling"
14850,"Aves","Passeriformes","Sturnidae","Lamprotornis","purpureus","Purple Starling"
14851,"Aves","Passeriformes","Sturnidae","Lamprotornis","chalcurus","Bronze-tailed Starling"
14852,"Aves","Passeriformes","Sturnidae","Lamprotornis","nitens","Cape Starling"
14853,"Aves","Passeriformes","Sturnidae","Lamprotornis","chalybaeus","Greater Blue-eared Starling"
14854,"Aves","Passeriformes","Sturnidae","Lamprotornis","iris","Emerald Starling"
14855,"Aves","Passeriformes","Sturnidae","Lamprotornis","mevesii","Southern Long-tailed Starling"
14856,"Aves","Passeriformes","Sturnidae","Lamprotornis","elisabeth","Miombo Blue-eared Starling"
14857,"Aves","Passeriformes","Sturnidae","Lamprotornis","chloropterus","Merle métallique de Swainson"
14858,"Aves","Passeriformes","Sturnidae","Hartlaubius","auratus","Madagascar Starling"
14859,"Aves","Passeriformes","Sturnidae","Cinnyricinclus","leucogaster","Violet-backed Starling"
14860,"Aves","Passeriformes","Sturnidae","Hylopsar","purpureiceps","Purple-headed Starling"
14861,"Aves","Passeriformes","Sturnidae","Hylopsar","cupreocauda","Copper-tailed Starling"
14862,"Aves","Passeriformes","Sturnidae","Notopholia","corusca","Black-bellied Starling"
14863,"Aves","Passeriformes","Sturnidae","Rhabdornis","mystacalis","Stripe-headed Rhabdornis"
14864,"Aves","Passeriformes","Sturnidae","Rhabdornis","grandis","Grand Rhabdornis"
14865,"Aves","Passeriformes","Sturnidae","Rhabdornis","rabori","Visayan Rhabdornis"
14866,"Aves","Passeriformes","Sturnidae","Rhabdornis","inornatus","Stripe-breasted Creeper"
14867,"Aves","Passeriformes","Sturnidae","Basilornis","celebensis","Sulawesi Myna"
14868,"Aves","Passeriformes","Sturnidae","Basilornis","galeatus","Helmeted Myna"
14869,"Aves","Passeriformes","Sturnidae","Basilornis","corythaix","Long-crested Myna"
14870,"Aves","Passeriformes","Sturnidae","Goodfellowia","miranda","Apo Myna"
14871,"Aves","Passeriformes","Sturnidae","Streptocitta","torquata","Northern White-necked Myna"
14872,"Aves","Passeriformes","Sturnidae","Streptocitta","albertinae","Bare-eyed Myna"
14873,"Aves","Passeriformes","Sturnidae","Streptocitta","albicollis",NA
14874,"Aves","Passeriformes","Sturnidae","Sarcops","calvus","Coleto"
14875,"Aves","Passeriformes","Sturnidae","Mino","kreffti","Long-tailed Myna"
14876,"Aves","Passeriformes","Sturnidae","Mino","anais","Golden Myna"
14877,"Aves","Passeriformes","Sturnidae","Mino","dumontii",NA
14878,"Aves","Passeriformes","Sturnidae","Gracula","ptilogenys","Sri Lanka Hill Myna"
14879,"Aves","Passeriformes","Sturnidae","Gracula","indica","Southern Hill Myna"
14880,"Aves","Passeriformes","Sturnidae","Gracula","venerata","Tenggara Hill Myna"
14881,"Aves","Passeriformes","Sturnidae","Gracula","robusta","Nias Hill Myna"
14882,"Aves","Passeriformes","Sturnidae","Gracula","religiosa",NA
14883,"Aves","Passeriformes","Sturnidae","Ampeliceps","coronatus","Golden-crested Myna"
14884,"Aves","Passeriformes","Sturnidae","Enodes","erythrophris","Fiery-browed Starling"
14885,"Aves","Passeriformes","Sturnidae","Scissirostrum","dubium","Grosbeak Starling"
14886,"Aves","Passeriformes","Sturnidae","Aplonis","metallica","Metallic Starling"
14887,"Aves","Passeriformes","Sturnidae","Aplonis","mystacea","Yellow-eyed Starling"
14888,"Aves","Passeriformes","Sturnidae","Aplonis","cantoroides","Singing Starling"
14889,"Aves","Passeriformes","Sturnidae","Aplonis","crassa","Tanimbar Starling"
14890,"Aves","Passeriformes","Sturnidae","Aplonis","feadensis","Atoll Starling"
14892,"Aves","Passeriformes","Sturnidae","Aplonis","magna","Long-tailed Starling"
14893,"Aves","Passeriformes","Sturnidae","Aplonis","brunneicapillus","White-eyed Starling"
14894,"Aves","Passeriformes","Sturnidae","Aplonis","grandis","Brown-winged Starling"
14895,"Aves","Passeriformes","Sturnidae","Aplonis","dichroa","Makira Starling"
14896,"Aves","Passeriformes","Sturnidae","Aplonis","zelandica","Rusty-winged Starling"
14897,"Aves","Passeriformes","Sturnidae","Aplonis","striata","Striated Starling"
14898,"Aves","Passeriformes","Sturnidae","Aplonis","santovestris","Mountain Starling"
14899,"Aves","Passeriformes","Sturnidae","Aplonis","panayensis","Asian Glossy Starling"
14900,"Aves","Passeriformes","Sturnidae","Aplonis","mysolensis","Moluccan Starling"
14901,"Aves","Passeriformes","Sturnidae","Aplonis","minor","Short-tailed Starling"
14902,"Aves","Passeriformes","Sturnidae","Aplonis","opaca","Micronesian Starling"
14903,"Aves","Passeriformes","Sturnidae","Aplonis","pelzelni","Pohnpei Starling"
14904,"Aves","Passeriformes","Sturnidae","Aplonis","tabuensis","Polynesian Starling"
14905,"Aves","Passeriformes","Sturnidae","Aplonis","atrifusca","Samoan Starling"
14906,"Aves","Passeriformes","Sturnidae","Aplonis","corvina","Kosrae Starling"
14907,"Aves","Passeriformes","Sturnidae","Aplonis","cinerascens","Rarotonga Starling"
14908,"Aves","Passeriformes","Sturnidae","Aplonis","ulietensis","Raiatea Starling"
14909,"Aves","Passeriformes","Sturnidae","Aplonis","mavornata","Mysterious Starling"
14910,"Aves","Passeriformes","Sturnidae","Aplonis","fusca","Norfolk Starling"
14911,"Aves","Passeriformes","Mimidae","Melanotis","caerulescens","Blue Mockingbird"
14912,"Aves","Passeriformes","Mimidae","Melanotis","hypoleucus","Blue-and-white Mockingbird"
14913,"Aves","Passeriformes","Mimidae","Melanoptila","glabrirostris","Black Catbird"
14914,"Aves","Passeriformes","Mimidae","Dumetella","carolinensis","Grey Catbird"
14915,"Aves","Passeriformes","Mimidae","Ramphocinclus","brachyurus","White-breasted Thrasher"
14916,"Aves","Passeriformes","Mimidae","Allenia","fusca","Scaly-breasted Thrasher"
14917,"Aves","Passeriformes","Mimidae","Margarops","fuscatus","Pearly-eyed Thrasher"
14918,"Aves","Passeriformes","Mimidae","Cinclocerthia","ruficauda","Brown Trembler"
14919,"Aves","Passeriformes","Mimidae","Cinclocerthia","gutturalis","Grey Trembler"
14920,"Aves","Passeriformes","Mimidae","Mimus","thenca","Chilean Mockingbird"
14921,"Aves","Passeriformes","Mimidae","Mimus","patagonicus","Patagonian Mockingbird"
14922,"Aves","Passeriformes","Mimidae","Mimus","saturninus","Chalk-browed Mockingbird"
14923,"Aves","Passeriformes","Mimidae","Mimus","triurus","White-banded Mockingbird"
14924,"Aves","Passeriformes","Mimidae","Mimus","dorsalis","Brown-backed Mockingbird"
14925,"Aves","Passeriformes","Mimidae","Mimus","longicaudatus","Long-tailed Mockingbird"
14926,"Aves","Passeriformes","Mimidae","Mimus","polyglottos","Northern Mockingbird"
14927,"Aves","Passeriformes","Mimidae","Mimus","gilvus","Tropical Mockingbird"
14928,"Aves","Passeriformes","Mimidae","Mimus","graysoni","Socorro Mockingbird"
14929,"Aves","Passeriformes","Mimidae","Mimus","gundlachii","Bahama Mockingbird"
14930,"Aves","Passeriformes","Mimidae","Mimus","trifasciatus","Floreana Mockingbird"
14931,"Aves","Passeriformes","Mimidae","Mimus","parvulus","Galapagos Mockingbird"
14932,"Aves","Passeriformes","Mimidae","Mimus","macdonaldi","Espanola Mockingbird"
14933,"Aves","Passeriformes","Mimidae","Mimus","melanotis","San Cristobal Mockingbird"
14934,"Aves","Passeriformes","Mimidae","Oreoscoptes","montanus","Sage Thrasher"
14935,"Aves","Passeriformes","Mimidae","Toxostoma","curvirostre","Curve-billed Thrasher"
14936,"Aves","Passeriformes","Mimidae","Toxostoma","ocellatum","Ocellated Thrasher"
14937,"Aves","Passeriformes","Mimidae","Toxostoma","rufum","Brown Thrasher"
15484,"Aves","Passeriformes","Muscicapidae","Oenanthe","albonigra","Hume's Wheatear"
14938,"Aves","Passeriformes","Mimidae","Toxostoma","longirostre","Long-billed Thrasher"
14939,"Aves","Passeriformes","Mimidae","Toxostoma","guttatum","Cozumel Thrasher"
14940,"Aves","Passeriformes","Mimidae","Toxostoma","bendirei","Bendire's Thrasher"
14941,"Aves","Passeriformes","Mimidae","Toxostoma","cinereum","Grey Thrasher"
14942,"Aves","Passeriformes","Mimidae","Toxostoma","redivivum","California Thrasher"
14943,"Aves","Passeriformes","Mimidae","Toxostoma","crissale","Crissal Thrasher"
14944,"Aves","Passeriformes","Mimidae","Toxostoma","lecontei","Le Conte's Thrasher"
14945,"Aves","Passeriformes","Turdidae","Sialia","mexicana","Western Bluebird"
14946,"Aves","Passeriformes","Turdidae","Sialia","sialis","Eastern Bluebird"
14947,"Aves","Passeriformes","Turdidae","Sialia","currucoides","Mountain Bluebird"
14948,"Aves","Passeriformes","Turdidae","Grandala","coelicolor","Grandala"
14949,"Aves","Passeriformes","Turdidae","Neocossyphus","rufus","Red-tailed Ant-thrush"
14950,"Aves","Passeriformes","Turdidae","Neocossyphus","poensis","White-tailed Ant-thrush"
14951,"Aves","Passeriformes","Turdidae","Neocossyphus","finschii","Finsch's Flycatcher-Thrush"
14952,"Aves","Passeriformes","Turdidae","Neocossyphus","fraseri","Rufous Flycatcher-Thrush"
14953,"Aves","Passeriformes","Turdidae","Stizorhina","finschi","Finsch's Flycatcher-thrush"
14954,"Aves","Passeriformes","Turdidae","Stizorhina","fraseri","Fraser's Rufous Thrush"
14955,"Aves","Passeriformes","Turdidae","Myadestes","townsendi","Townsend's Solitaire"
14956,"Aves","Passeriformes","Turdidae","Myadestes","myadestinus","Kamao"
14957,"Aves","Passeriformes","Turdidae","Myadestes","woahensis","Amaui"
14958,"Aves","Passeriformes","Turdidae","Myadestes","lanaiensis","Olomao"
14959,"Aves","Passeriformes","Turdidae","Myadestes","obscurus","Omao"
14960,"Aves","Passeriformes","Turdidae","Myadestes","palmeri","Puaiohi"
14961,"Aves","Passeriformes","Turdidae","Myadestes","elisabeth","Cuban Solitaire"
14962,"Aves","Passeriformes","Turdidae","Myadestes","genibarbis","Rufous-throated Solitaire"
14963,"Aves","Passeriformes","Turdidae","Myadestes","occidentalis","Brown-backed Solitaire"
14964,"Aves","Passeriformes","Turdidae","Myadestes","unicolor","Slate-colored Solitaire"
14965,"Aves","Passeriformes","Turdidae","Myadestes","melanops","Black-faced Solitaire"
14966,"Aves","Passeriformes","Turdidae","Myadestes","coloratus","Varied Solitaire"
14967,"Aves","Passeriformes","Turdidae","Myadestes","ralloides","Andean Solitaire"
14968,"Aves","Passeriformes","Turdidae","Geomalia","heinrichi","Geomalia"
14969,"Aves","Passeriformes","Turdidae","Zoothera","dixoni","Long-tailed Thrush"
14970,"Aves","Passeriformes","Turdidae","Zoothera","griseiceps","Sichuan Forest Thrush"
14971,"Aves","Passeriformes","Turdidae","Zoothera","salimalii","Himalayan Forest Thrush"
14972,"Aves","Passeriformes","Turdidae","Zoothera","marginata","Dark-sided Thrush"
14973,"Aves","Passeriformes","Turdidae","Zoothera","monticola","Long-billed Thrush"
14974,"Aves","Passeriformes","Turdidae","Zoothera","everetti","Everett's Thrush"
14975,"Aves","Passeriformes","Turdidae","Zoothera","andromedae","Sunda Thrush"
14976,"Aves","Passeriformes","Turdidae","Zoothera","major","Amami Thrush"
14977,"Aves","Passeriformes","Turdidae","Zoothera","machiki","Fawn-breasted Thrush"
14978,"Aves","Passeriformes","Turdidae","Zoothera","turipavae","Guadalcanal Thrush"
14979,"Aves","Passeriformes","Turdidae","Zoothera","lunulata","Bassian Thrush"
14980,"Aves","Passeriformes","Turdidae","Zoothera","heinei","Russet-tailed Thrush"
14981,"Aves","Passeriformes","Turdidae","Zoothera","atrigena","Bougainville Thrush"
14982,"Aves","Passeriformes","Turdidae","Zoothera","terrestris","Bonin Thrush"
14983,"Aves","Passeriformes","Turdidae","Zoothera","tanganjicae","Kivu Ground-Thrush"
14984,"Aves","Passeriformes","Turdidae","Zoothera","kibalensis","Kibale Ground-Thrush"
14985,"Aves","Passeriformes","Turdidae","Zoothera","talaseae","Black-backed Thrush"
14986,"Aves","Passeriformes","Turdidae","Zoothera","margaretae","San Cristobal Thrush"
14987,"Aves","Passeriformes","Turdidae","Zoothera","neilgherriensis","Nilghiri Thrush"
14988,"Aves","Passeriformes","Turdidae","Zoothera","horsfieldi","Horsfield's Thrush"
14989,"Aves","Passeriformes","Turdidae","Zoothera","imbricata","Sri Lanka Thrush"
14990,"Aves","Passeriformes","Turdidae","Zoothera","dauma",NA
14991,"Aves","Passeriformes","Turdidae","Zoothera","aurea",NA
14992,"Aves","Passeriformes","Turdidae","Zoothera","ruwenzorii",NA
14993,"Aves","Passeriformes","Turdidae","Zoothera","mollissima",NA
14994,"Aves","Passeriformes","Turdidae","Ixoreus","naevius","Varied Thrush"
14995,"Aves","Passeriformes","Turdidae","Entomodestes","coracinus","Black Solitaire"
14996,"Aves","Passeriformes","Turdidae","Entomodestes","leucotis","White-eared Solitaire"
14997,"Aves","Passeriformes","Turdidae","Cichlopsis","chubbi","Chestnut-throated Solitaire"
14998,"Aves","Passeriformes","Turdidae","Cichlopsis","peruviana","Peruvian Solitaire"
14999,"Aves","Passeriformes","Turdidae","Cichlopsis","gularis","Guianan Solitaire"
15000,"Aves","Passeriformes","Turdidae","Cichlopsis","leucogenys",NA
15001,"Aves","Passeriformes","Turdidae","Ridgwayia","pinicola","Aztec Thrush"
15002,"Aves","Passeriformes","Turdidae","Hylocichla","mustelina","Wood Thrush"
15003,"Aves","Passeriformes","Turdidae","Catharus","swainsoni","Swainson's Thrush"
15004,"Aves","Passeriformes","Turdidae","Catharus","fuscescens","Veery"
15005,"Aves","Passeriformes","Turdidae","Catharus","bicknelli","Bicknell's Thrush"
15006,"Aves","Passeriformes","Turdidae","Catharus","guttatus","Hermit Thrush"
15007,"Aves","Passeriformes","Turdidae","Catharus","occidentalis","Russet Nightingale-thrush"
15008,"Aves","Passeriformes","Turdidae","Catharus","frantzii","Ruddy-capped Nightingale-thrush"
15009,"Aves","Passeriformes","Turdidae","Catharus","gracilirostris","Black-billed Nightingale-thrush"
15010,"Aves","Passeriformes","Turdidae","Catharus","aurantiirostris","Orange-billed Nightingale-thrush"
15011,"Aves","Passeriformes","Turdidae","Catharus","mexicanus","Black-headed Nightingale-thrush"
15012,"Aves","Passeriformes","Turdidae","Catharus","dryas","Spotted Nightingale-thrush"
15013,"Aves","Passeriformes","Turdidae","Catharus","fuscater","Slaty-backed Nightingale-thrush"
15014,"Aves","Passeriformes","Turdidae","Catharus","minimus","Gray-cheeked Thrush"
15015,"Aves","Passeriformes","Turdidae","Catharus","ustulatus",NA
15016,"Aves","Passeriformes","Turdidae","Chlamydochaera","jefferyi","Fruithunter"
15017,"Aves","Passeriformes","Turdidae","Cochoa","purpurea","Purple Cochoa"
15018,"Aves","Passeriformes","Turdidae","Cochoa","viridis","Green Cochoa"
15019,"Aves","Passeriformes","Turdidae","Cochoa","azurea","Javan Cochoa"
15020,"Aves","Passeriformes","Turdidae","Cochoa","beccarii","Sumatran Cochoa"
15021,"Aves","Passeriformes","Turdidae","Geokichla","sibirica","Siberian Thrush"
15022,"Aves","Passeriformes","Turdidae","Geokichla","wardii","Pied Thrush"
15023,"Aves","Passeriformes","Turdidae","Geokichla","guttata","Spotted Ground-thrush"
15024,"Aves","Passeriformes","Turdidae","Geokichla","spiloptera","Spot-winged Thrush"
15025,"Aves","Passeriformes","Turdidae","Geokichla","citrina","Orange-headed Thrush"
15026,"Aves","Passeriformes","Turdidae","Geokichla","cinerea","Ashy Thrush"
15027,"Aves","Passeriformes","Turdidae","Geokichla","mendeni","Red-and-black Thrush"
15028,"Aves","Passeriformes","Turdidae","Geokichla","schistacea","Slaty-backed Thrush"
15029,"Aves","Passeriformes","Turdidae","Geokichla","peronii","Orange-banded Thrush"
15030,"Aves","Passeriformes","Turdidae","Geokichla","dohertyi","Chestnut-backed Thrush"
17537,"Mammalia","Carnivora","Otariidae","Callorhinus",NA,NA
15031,"Aves","Passeriformes","Turdidae","Geokichla","leucolaema","Enggano Thrush"
15032,"Aves","Passeriformes","Turdidae","Geokichla","joiceyi","Seram Thrush"
15033,"Aves","Passeriformes","Turdidae","Geokichla","gurneyi","Orange Ground-thrush"
15034,"Aves","Passeriformes","Turdidae","Geokichla","oberlaenderi","Oberländer's Ground-thrush"
15035,"Aves","Passeriformes","Turdidae","Geokichla","crossleyi","Crossley's Ground-thrush"
15036,"Aves","Passeriformes","Turdidae","Geokichla","camaronensis","Black-eared Ground-thrush"
15037,"Aves","Passeriformes","Turdidae","Geokichla","princei","Grey Ground-thrush"
15038,"Aves","Passeriformes","Turdidae","Geokichla","dumasi","Moluccan Thrush"
15039,"Aves","Passeriformes","Turdidae","Geokichla","cameronensis","Black-eared Ground-Thrush"
15040,"Aves","Passeriformes","Turdidae","Geokichla","piaggiae","Abyssinian Ground-Thrush"
15041,"Aves","Passeriformes","Turdidae","Geokichla","erythronota",NA
15042,"Aves","Passeriformes","Turdidae","Geokichla","interpres",NA
15043,"Aves","Passeriformes","Turdidae","Otocichla","mupinensis","Chinese Thrush"
15044,"Aves","Passeriformes","Turdidae","Psophocichla","simensis","Ethiopian Thrush"
15045,"Aves","Passeriformes","Turdidae","Psophocichla","litsitsirupa","Grive litsipsirupa"
15046,"Aves","Passeriformes","Turdidae","Turdus","viscivorus","Mistle Thrush"
15047,"Aves","Passeriformes","Turdidae","Turdus","philomelos","Song Thrush"
15048,"Aves","Passeriformes","Turdidae","Turdus","abyssinicus","Abyssinian Thrush"
15049,"Aves","Passeriformes","Turdidae","Turdus","helleri","Taita Thrush"
15050,"Aves","Passeriformes","Turdidae","Turdus","roehli","Usambara Thrush"
15051,"Aves","Passeriformes","Turdidae","Turdus","iliacus","Redwing"
15052,"Aves","Passeriformes","Turdidae","Turdus","plebejus","Mountain Thrush"
15053,"Aves","Passeriformes","Turdidae","Turdus","leucomelas","Pale-breasted Thrush"
15054,"Aves","Passeriformes","Turdidae","Turdus","fumigatus","Cocoa Thrush"
15055,"Aves","Passeriformes","Turdidae","Turdus","flavipes","Yellow-legged Thrush"
15056,"Aves","Passeriformes","Turdidae","Turdus","lawrencii","Lawrence's Thrush"
15057,"Aves","Passeriformes","Turdidae","Turdus","obsoletus","Pale-vented Thrush"
15058,"Aves","Passeriformes","Turdidae","Turdus","assimilis","White-throated Thrush"
15059,"Aves","Passeriformes","Turdidae","Turdus","albicollis","White-necked Thrush"
15060,"Aves","Passeriformes","Turdidae","Turdus","rufiventris","Rufous-bellied Thrush"
15061,"Aves","Passeriformes","Turdidae","Turdus","maculirostris","Ecuadorian Thrush"
15062,"Aves","Passeriformes","Turdidae","Turdus","grayi","Clay-colored Thrush"
15063,"Aves","Passeriformes","Turdidae","Turdus","haplochrous","Unicolored Thrush"
15064,"Aves","Passeriformes","Turdidae","Turdus","mandarinus","Chinese Blackbird"
15065,"Aves","Passeriformes","Turdidae","Turdus","ludoviciae","Somali Thrush"
15066,"Aves","Passeriformes","Turdidae","Turdus","tephronotus","Bare-eyed Thrush"
15067,"Aves","Passeriformes","Turdidae","Turdus","bewsheri","Comoro Thrush"
15068,"Aves","Passeriformes","Turdidae","Turdus","libonyana","Kurrichane Thrush"
15069,"Aves","Passeriformes","Turdidae","Turdus","menachensis","Yemen Thrush"
