"id","class","order","family","genus","species","commonNameEnglish"
6120,"Aves","Anseriformes","Anatidae","Anser","albifrons","Greater White-fronted Goose"
6121,"Aves","Anseriformes","Anatidae","Anser","erythropus","Lesser White-fronted Goose"
6122,"Aves","Anseriformes","Anatidae","Anser","serrirostris","Tundra Bean-Goose"
6123,"Aves","Anseriformes","Anatidae","Anser","middendorfi",NA
6124,"Aves","Anseriformes","Anatidae","Clangula","hyemalis","Long-tailed Duck"
6125,"Aves","Anseriformes","Anatidae","Somateria","fischeri","Spectacled Eider"
6126,"Aves","Anseriformes","Anatidae","Somateria","spectabilis","King Eider"
6127,"Aves","Anseriformes","Anatidae","Somateria","mollissima","Common Eider"
6128,"Aves","Anseriformes","Anatidae","Polysticta","stelleri","Steller's Eider"
6129,"Aves","Anseriformes","Anatidae","Melanitta","perspicillata","Surf Scoter"
6130,"Aves","Anseriformes","Anatidae","Melanitta","stejnegeri","Siberian Scoter"
6131,"Aves","Anseriformes","Anatidae","Melanitta","deglandi","White-winged Scoter"
6132,"Aves","Anseriformes","Anatidae","Melanitta","americana","Black Scoter"
6133,"Aves","Anseriformes","Anatidae","Melanitta","nigra","Macreuse noire"
6134,"Aves","Anseriformes","Anatidae","Melanitta","fusca",NA
6135,"Aves","Anseriformes","Anatidae","Bucephala","albeola","Bufflehead"
6136,"Aves","Anseriformes","Anatidae","Bucephala","clangula","Common Goldeneye"
6137,"Aves","Anseriformes","Anatidae","Bucephala","islandica","Barrow's Goldeneye"
6138,"Aves","Anseriformes","Anatidae","Mergellus","albellus","Smew"
6139,"Aves","Anseriformes","Anatidae","Lophodytes","cucullatus","Hooded Merganser"
6140,"Aves","Anseriformes","Anatidae","Mergus","merganser","Goosander"
6141,"Aves","Anseriformes","Anatidae","Mergus","squamatus","Scaly-sided Merganser"
6142,"Aves","Anseriformes","Anatidae","Mergus","serrator","Red-breasted Merganser"
6143,"Aves","Anseriformes","Anatidae","Mergus","australis","Auckland Merganser"
6144,"Aves","Anseriformes","Anatidae","Mergus","octosetaceus","Brazilian Merganser"
6145,"Aves","Anseriformes","Anatidae","Histrionicus","histrionicus","Harlequin Duck"
6146,"Aves","Anseriformes","Anatidae","Camptorhynchus","labradorius","Labrador Duck"
6147,"Aves","Anseriformes","Anatidae","Neochen","jubata","Orinoco Goose"
6148,"Aves","Anseriformes","Anatidae","Chloephaga","melanoptera","Andean Goose"
6149,"Aves","Anseriformes","Anatidae","Chloephaga","picta","Upland Goose"
6150,"Aves","Anseriformes","Anatidae","Chloephaga","hybrida","Kelp Goose"
6151,"Aves","Anseriformes","Anatidae","Chloephaga","poliocephala","Ashy-headed Goose"
6152,"Aves","Anseriformes","Anatidae","Chloephaga","rubidiceps","Ruddy-headed Goose"
18515,"Mammalia","Rodentia","Spalacidae","Spalax",NA,NA
6153,"Aves","Anseriformes","Anatidae","Radjah","radjah","Radjah Shelduck"
6154,"Aves","Anseriformes","Anatidae","Alopochen","aegyptiaca","Egyptian Goose"
6155,"Aves","Anseriformes","Anatidae","Alopochen","mauritiana","Mauritius Shelduck"
6156,"Aves","Anseriformes","Anatidae","Alopochen","kervazoi","Reunion Shelduck"
6157,"Aves","Anseriformes","Anatidae","Tadorna","tadorna","Common Shelduck"
6158,"Aves","Anseriformes","Anatidae","Tadorna","ferruginea","Ruddy Shelduck"
6159,"Aves","Anseriformes","Anatidae","Tadorna","cana","South African Shelduck"
6160,"Aves","Anseriformes","Anatidae","Tadorna","tadornoides","Australian Shelduck"
6161,"Aves","Anseriformes","Anatidae","Tadorna","variegata","Paradise Shelduck"
6162,"Aves","Anseriformes","Anatidae","Tadorna","cristata","Crested Shelduck"
6163,"Aves","Anseriformes","Anatidae","Plectropterus","gambensis","Spur-winged Goose"
6164,"Aves","Anseriformes","Anatidae","Cairina","moschata","Muscovy Duck"
6165,"Aves","Anseriformes","Anatidae","Sarkidiornis","sylvicola","American Comb Duck"
6166,"Aves","Anseriformes","Anatidae","Sarkidiornis","melanotos","Canard à bosse"
6167,"Aves","Anseriformes","Anatidae","Nettapus","auritus","African Pygmy-goose"
6168,"Aves","Anseriformes","Anatidae","Nettapus","coromandelianus","Cotton Pygmy-goose"
6169,"Aves","Anseriformes","Anatidae","Nettapus","pulchellus","Green Pygmy-goose"
6170,"Aves","Anseriformes","Anatidae","Callonetta","leucophrys","Ringed Teal"
6171,"Aves","Anseriformes","Anatidae","Aix","sponsa","Wood Duck"
6172,"Aves","Anseriformes","Anatidae","Aix","galericulata","Mandarin Duck"
6173,"Aves","Anseriformes","Anatidae","Chenonetta","jubata","Maned Duck"
6174,"Aves","Anseriformes","Anatidae","Chenonetta","finschi","Finsch's Duck"
6175,"Aves","Anseriformes","Anatidae","Hymenolaimus","malacorhynchos","Blue Duck"
6176,"Aves","Anseriformes","Anatidae","Merganetta","armata","Torrent Duck"
6177,"Aves","Anseriformes","Anatidae","Pteronetta","hartlaubii","Hartlaub's Duck"
6178,"Aves","Anseriformes","Anatidae","Cyanochen","cyanoptera","Blue-winged Goose"
6179,"Aves","Anseriformes","Anatidae","Marmaronetta","angustirostris","Marbled Teal"
6180,"Aves","Anseriformes","Anatidae","Asarcornis","scutulata","White-winged Duck"
6181,"Aves","Anseriformes","Anatidae","Netta","rufina","Red-crested Pochard"
6182,"Aves","Anseriformes","Anatidae","Netta","peposaca","Rosy-billed Pochard"
6183,"Aves","Anseriformes","Anatidae","Netta","erythrophthalma","Southern Pochard"
6184,"Aves","Anseriformes","Anatidae","Aythya","ferina","Common Pochard"
6185,"Aves","Anseriformes","Anatidae","Aythya","americana","Redhead"
6186,"Aves","Anseriformes","Anatidae","Aythya","valisineria","Canvasback"
6187,"Aves","Anseriformes","Anatidae","Aythya","australis","Hardhead"
6188,"Aves","Anseriformes","Anatidae","Aythya","innotata","Madagascar Pochard"
6189,"Aves","Anseriformes","Anatidae","Aythya","baeri","Baer's Pochard"
6190,"Aves","Anseriformes","Anatidae","Aythya","nyroca","Ferruginous Duck"
6191,"Aves","Anseriformes","Anatidae","Aythya","novaeseelandiae","New Zealand Scaup"
6192,"Aves","Anseriformes","Anatidae","Aythya","collaris","Ring-necked Duck"
6193,"Aves","Anseriformes","Anatidae","Aythya","fuligula","Tufted Duck"
6194,"Aves","Anseriformes","Anatidae","Aythya","marila","Greater Scaup"
6195,"Aves","Anseriformes","Anatidae","Aythya","affinis","Lesser Scaup"
6196,"Aves","Anseriformes","Anatidae","Rhodonessa","caryophyllacea","Pink-headed Duck"
6197,"Aves","Anseriformes","Anatidae","Salvadorina","waigiuensis","Salvadori's Teal"
6198,"Aves","Anseriformes","Anatidae","Tachyeres","patachonicus","Flying Steamerduck"
6199,"Aves","Anseriformes","Anatidae","Tachyeres","leucocephalus","White-headed Steamerduck"
6200,"Aves","Anseriformes","Anatidae","Tachyeres","pteneres","Magellanic Steamerduck"
6201,"Aves","Anseriformes","Anatidae","Tachyeres","brachypterus","Falkland Steamerduck"
6202,"Aves","Anseriformes","Anatidae","Lophonetta","specularioides","Crested Duck"
6203,"Aves","Anseriformes","Anatidae","Speculanas","specularis","Spectacled Duck"
6204,"Aves","Anseriformes","Anatidae","Amazonetta","brasiliensis","Brazilian Teal"
6205,"Aves","Anseriformes","Anatidae","Spatula","querquedula","Garganey"
6206,"Aves","Anseriformes","Anatidae","Spatula","hottentota","Hottentot Teal"
6207,"Aves","Anseriformes","Anatidae","Spatula","puna","Puna Teal"
6208,"Aves","Anseriformes","Anatidae","Spatula","versicolor","Silver Teal"
6209,"Aves","Anseriformes","Anatidae","Spatula","platalea","Red Shoveler"
6210,"Aves","Anseriformes","Anatidae","Spatula","smithii","Cape Shoveler"
6211,"Aves","Anseriformes","Anatidae","Spatula","rhynchotis","Australian Shoveler"
6212,"Aves","Anseriformes","Anatidae","Spatula","clypeata","Northern Shoveler"
6213,"Aves","Anseriformes","Anatidae","Spatula","cyanoptera","Cinnamon Teal"
6214,"Aves","Anseriformes","Anatidae","Spatula","discors","Blue-winged Teal"
6215,"Aves","Anseriformes","Anatidae","Sibirionetta","formosa","Baikal Teal"
6216,"Aves","Anseriformes","Anatidae","Mareca","falcata","Falcated Duck"
6217,"Aves","Anseriformes","Anatidae","Mareca","strepera","Gadwall"
6218,"Aves","Anseriformes","Anatidae","Mareca","penelope","Eurasian Wigeon"
6219,"Aves","Anseriformes","Anatidae","Mareca","americana","American Wigeon"
6220,"Aves","Anseriformes","Anatidae","Mareca","sibilatrix","Chiloe Wigeon"
6221,"Aves","Anseriformes","Anatidae","Anas","sparsa","African Black Duck"
6222,"Aves","Anseriformes","Anatidae","Anas","undulata","Yellow-billed Duck"
6223,"Aves","Anseriformes","Anatidae","Anas","melleri","Meller's Duck"
6224,"Aves","Anseriformes","Anatidae","Anas","superciliosa","Pacific Black Duck"
6225,"Aves","Anseriformes","Anatidae","Anas","luzonica","Philippine Duck"
6226,"Aves","Anseriformes","Anatidae","Anas","zonorhyncha","Chinese Spot-billed Duck"
6227,"Aves","Anseriformes","Anatidae","Anas","laysanensis","Laysan Duck"
6228,"Aves","Anseriformes","Anatidae","Anas","platyrhynchos","Mallard"
6229,"Aves","Anseriformes","Anatidae","Anas","rubripes","American Black Duck"
6230,"Aves","Anseriformes","Anatidae","Anas","fulvigula","Mottled Duck"
6231,"Aves","Anseriformes","Anatidae","Anas","wyvilliana","Hawaiian Duck"
6232,"Aves","Anseriformes","Anatidae","Anas","theodori","Mauritius Duck"
6233,"Aves","Anseriformes","Anatidae","Anas","albogularis","Andaman Teal"
6234,"Aves","Anseriformes","Anatidae","Anas","gracilis","Grey Teal"
6235,"Aves","Anseriformes","Anatidae","Anas","castanea","Chestnut Teal"
6236,"Aves","Anseriformes","Anatidae","Anas","chlorotis","Brown Teal"
6237,"Aves","Anseriformes","Anatidae","Anas","nesiotis","Campbell Teal"
6238,"Aves","Anseriformes","Anatidae","Anas","bernieri","Madagascar Teal"
6239,"Aves","Anseriformes","Anatidae","Anas","capensis","Cape Teal"
6240,"Aves","Anseriformes","Anatidae","Anas","bahamensis","White-cheeked Pintail"
6241,"Aves","Anseriformes","Anatidae","Anas","erythrorhyncha","Red-billed Teal"
6242,"Aves","Anseriformes","Anatidae","Anas","acuta","Northern Pintail"
6243,"Aves","Anseriformes","Anatidae","Anas","eatoni","Southern Pintail"
6244,"Aves","Anseriformes","Anatidae","Anas","marecula","Amsterdam Duck"
6245,"Aves","Anseriformes","Anatidae","Anas","georgica","Yellow-billed Pintail"
6246,"Aves","Anseriformes","Anatidae","Anas","andium","Andean Teal"
6247,"Aves","Anseriformes","Anatidae","Anas","diazi","Mexican Mallard"
6248,"Aves","Anseriformes","Anatidae","Anas","carolinensis","Green-winged Teal"
6249,"Aves","Anseriformes","Anatidae","Anas","poecilorhyncha","Spot-billed Duck"
6250,"Aves","Anseriformes","Anatidae","Anas","flavirostris","Speckled Teal"
6251,"Aves","Anseriformes","Anatidae","Anas","oustaleti","Marianas Mallard"
6252,"Aves","Anseriformes","Anatidae","Anas","gibberifrons",NA
6253,"Aves","Anseriformes","Anatidae","Anas","aucklandica",NA
6254,"Aves","Anseriformes","Anatidae","Anas","crecca",NA
6255,"Aves","Podicipediformes","Podicipedidae","Tachybaptus","ruficollis","Little Grebe"
6256,"Aves","Podicipediformes","Podicipedidae","Tachybaptus","novaehollandiae","Australasian Grebe"
6257,"Aves","Podicipediformes","Podicipedidae","Tachybaptus","pelzelnii","Madagascar Grebe"
6258,"Aves","Podicipediformes","Podicipedidae","Tachybaptus","rufolavatus","Alaotra Grebe"
6259,"Aves","Podicipediformes","Podicipedidae","Tachybaptus","dominicus","Least Grebe"
6260,"Aves","Podicipediformes","Podicipedidae","Tachybaptus","tricolor",NA
6261,"Aves","Podicipediformes","Podicipedidae","Podilymbus","podiceps","Pied-billed Grebe"
6262,"Aves","Podicipediformes","Podicipedidae","Podilymbus","gigas","Atitlan Grebe"
6263,"Aves","Podicipediformes","Podicipedidae","Rollandia","rolland","White-tufted Grebe"
6264,"Aves","Podicipediformes","Podicipedidae","Rollandia","microptera","Titicaca Grebe"
6265,"Aves","Podicipediformes","Podicipedidae","Poliocephalus","poliocephalus","Hoary-headed Grebe"
6266,"Aves","Podicipediformes","Podicipedidae","Poliocephalus","rufopectus","New Zealand Grebe"
6267,"Aves","Podicipediformes","Podicipedidae","Podiceps","major","Great Grebe"
6268,"Aves","Podicipediformes","Podicipedidae","Podiceps","grisegena","Red-necked Grebe"
6269,"Aves","Podicipediformes","Podicipedidae","Podiceps","cristatus","Great Crested Grebe"
6270,"Aves","Podicipediformes","Podicipedidae","Podiceps","auritus","Horned Grebe"
6271,"Aves","Podicipediformes","Podicipedidae","Podiceps","nigricollis","Black-necked Grebe"
6272,"Aves","Podicipediformes","Podicipedidae","Podiceps","andinus","Colombian Grebe"
6273,"Aves","Podicipediformes","Podicipedidae","Podiceps","juninensis","Northern Silvery Grebe"
6274,"Aves","Podicipediformes","Podicipedidae","Podiceps","taczanowskii","Junin Grebe"
6275,"Aves","Podicipediformes","Podicipedidae","Podiceps","gallardoi","Hooded Grebe"
6276,"Aves","Podicipediformes","Podicipedidae","Podiceps","occipitalis",NA
6277,"Aves","Podicipediformes","Podicipedidae","Aechmophorus","occidentalis","Western Grebe"
6278,"Aves","Podicipediformes","Podicipedidae","Aechmophorus","clarkii","Clark's Grebe"
6279,"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","roseus","Greater Flamingo"
6280,"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","chilensis","Chilean Flamingo"
6281,"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","ruber","Flamant rose"
6282,"Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias","minor","Lesser Flamingo"
6283,"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicoparrus","andinus","Andean Flamingo"
6284,"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicoparrus","jamesi","Puna Flamingo"
6285,"Aves","Phaethontiformes","Phaethontidae","Phaethon","aethereus","Red-billed Tropicbird"
6286,"Aves","Phaethontiformes","Phaethontidae","Phaethon","rubricauda","Red-tailed Tropicbird"
6287,"Aves","Phaethontiformes","Phaethontidae","Phaethon","lepturus","White-tailed Tropicbird"
6288,"Aves","Eurypygiformes","Rhynochetidae","Rhynochetos","jubatus","Kagu"
6289,"Aves","Eurypygiformes","Eurypygidae","Eurypyga","helias","Sunbittern"
6290,"Aves","Mesitornithiformes","Mesitornithidae","Mesitornis","variegatus","White-breasted Mesite"
6291,"Aves","Mesitornithiformes","Mesitornithidae","Mesitornis","unicolor","Brown Mesite"
6292,"Aves","Mesitornithiformes","Mesitornithidae","Monias","benschi","Subdesert Mesite"
6293,"Aves","Columbiformes","Columbidae","Columba","livia","Rock Dove"
6294,"Aves","Columbiformes","Columbidae","Columba","rupestris","Hill Pigeon"
6295,"Aves","Columbiformes","Columbidae","Columba","leuconota","Snow Pigeon"
6296,"Aves","Columbiformes","Columbidae","Columba","guinea","Speckled Pigeon"
6297,"Aves","Columbiformes","Columbidae","Columba","albitorques","White-collared Pigeon"
6298,"Aves","Columbiformes","Columbidae","Columba","oenas","Stock Dove"
6299,"Aves","Columbiformes","Columbidae","Columba","eversmanni","Yellow-eyed Pigeon"
6300,"Aves","Columbiformes","Columbidae","Columba","oliviae","Somali Pigeon"
6301,"Aves","Columbiformes","Columbidae","Columba","palumbus","Common Woodpigeon"
6302,"Aves","Columbiformes","Columbidae","Columba","trocaz","Madeira Laurel-pigeon"
6303,"Aves","Columbiformes","Columbidae","Columba","bollii","Dark-tailed Laurel-pigeon"
6304,"Aves","Columbiformes","Columbidae","Columba","junoniae","White-tailed Laurel-pigeon"
6305,"Aves","Columbiformes","Columbidae","Columba","unicincta","Afep Pigeon"
6306,"Aves","Columbiformes","Columbidae","Columba","sjostedti","Cameroon Olive-pigeon"
6307,"Aves","Columbiformes","Columbidae","Columba","thomensis","Sao Tome Olive-pigeon"
6308,"Aves","Columbiformes","Columbidae","Columba","pollenii","Comoro Olive-pigeon"
6309,"Aves","Columbiformes","Columbidae","Columba","hodgsonii","Speckled Woodpigeon"
6310,"Aves","Columbiformes","Columbidae","Columba","albinucha","White-naped Pigeon"
6311,"Aves","Columbiformes","Columbidae","Columba","pulchricollis","Ashy Woodpigeon"
6312,"Aves","Columbiformes","Columbidae","Columba","elphinstonii","Nilgiri Woodpigeon"
6313,"Aves","Columbiformes","Columbidae","Columba","torringtoniae","Sri Lanka Woodpigeon"
6314,"Aves","Columbiformes","Columbidae","Columba","punicea","Pale-capped Pigeon"
6315,"Aves","Columbiformes","Columbidae","Columba","argentina","Silvery Pigeon"
6316,"Aves","Columbiformes","Columbidae","Columba","palumboides","Andaman Woodpigeon"
6317,"Aves","Columbiformes","Columbidae","Columba","janthina","Japanese Woodpigeon"
6318,"Aves","Columbiformes","Columbidae","Columba","versicolor","Bonin Woodpigeon"
6319,"Aves","Columbiformes","Columbidae","Columba","jouyi","Ryukyu Woodpigeon"
6320,"Aves","Columbiformes","Columbidae","Columba","vitiensis","Metallic Pigeon"
6321,"Aves","Columbiformes","Columbidae","Columba","leucomela","White-headed Pigeon"
6322,"Aves","Columbiformes","Columbidae","Columba","pallidiceps","Yellow-legged Pigeon"
6323,"Aves","Columbiformes","Columbidae","Columba","iriditorques","Western Bronze-naped Pigeon"
6324,"Aves","Columbiformes","Columbidae","Columba","malherbii","Sao Tome Bronze-naped Pigeon"
6325,"Aves","Columbiformes","Columbidae","Columba","thiriouxi","Mauritius Woodpigeon"
6326,"Aves","Columbiformes","Columbidae","Columba","delegorguei","Pigeon de Délégorgue"
6327,"Aves","Columbiformes","Columbidae","Columba","arquatrix","Pigeon rameron"
6328,"Aves","Columbiformes","Columbidae","Aplopelia","larvata","Lemon Dove"
6329,"Aves","Columbiformes","Columbidae","Streptopelia","turtur","European Turtle-dove"
6330,"Aves","Columbiformes","Columbidae","Streptopelia","lugens","Dusky Turtle-dove"
6331,"Aves","Columbiformes","Columbidae","Streptopelia","hypopyrrha","Adamawa Turtle-dove"
6332,"Aves","Columbiformes","Columbidae","Streptopelia","orientalis","Oriental Turtle-dove"
6333,"Aves","Columbiformes","Columbidae","Streptopelia","dusumieri","Philippine Collared-dove"
6334,"Aves","Columbiformes","Columbidae","Streptopelia","xanthocycla","Burmese Collared-dove"
6335,"Aves","Columbiformes","Columbidae","Streptopelia","roseogrisea","African Collared-dove"
6336,"Aves","Columbiformes","Columbidae","Streptopelia","reichenowi","White-winged Collared-dove"
6337,"Aves","Columbiformes","Columbidae","Streptopelia","decipiens","Mourning Collared-dove"
6338,"Aves","Columbiformes","Columbidae","Streptopelia","semitorquata","Red-eyed Dove"
6339,"Aves","Columbiformes","Columbidae","Streptopelia","capicola","Ring-necked Dove"
6340,"Aves","Columbiformes","Columbidae","Streptopelia","vinacea","Vinaceous Dove"
6476,"Aves","Columbiformes","Columbidae","Phaps","elegans","Brush Bronzewing"
6341,"Aves","Columbiformes","Columbidae","Streptopelia","tranquebarica","Red Turtle-dove"
6342,"Aves","Columbiformes","Columbidae","Streptopelia","bitorquata","Island Collared-Dove"
6343,"Aves","Columbiformes","Columbidae","Streptopelia","decaocto","Collared Dove"
6344,"Aves","Columbiformes","Columbidae","Spilopelia","chinensis","Eastern Spotted Dove"
6345,"Aves","Columbiformes","Columbidae","Spilopelia","suratensis","Western Spotted Dove"
6346,"Aves","Columbiformes","Columbidae","Spilopelia","senegalensis","Laughing Dove"
6347,"Aves","Columbiformes","Columbidae","Nesoenas","picturatus","Madagascar Turtle-dove"
6348,"Aves","Columbiformes","Columbidae","Nesoenas","mayeri","Pink Pigeon"
6349,"Aves","Columbiformes","Columbidae","Nesoenas","duboisi","Reunion Pigeon"
6350,"Aves","Columbiformes","Columbidae","Nesoenas","cicur","Mauritius Turtle-dove"
6351,"Aves","Columbiformes","Columbidae","Nesoenas","rodericanus","Rodrigues Turtle-dove"
6352,"Aves","Columbiformes","Columbidae","Nesoenas","picturata",NA
6353,"Aves","Columbiformes","Columbidae","Nesoenas","rostrata",NA
6354,"Aves","Columbiformes","Columbidae","Macropygia","unchall","Barred Cuckoo-dove"
6355,"Aves","Columbiformes","Columbidae","Macropygia","rufipennis","Andaman Cuckoo-dove"
6356,"Aves","Columbiformes","Columbidae","Macropygia","emiliana","Ruddy Cuckoo-dove"
6357,"Aves","Columbiformes","Columbidae","Macropygia","tenuirostris","Philippine Cuckoo-dove"
6358,"Aves","Columbiformes","Columbidae","Macropygia","magna","Dusky Cuckoo-dove"
6359,"Aves","Columbiformes","Columbidae","Macropygia","phasianella","Brown Cuckoo-dove"
6360,"Aves","Columbiformes","Columbidae","Macropygia","ruficeps","Little Cuckoo-dove"
6361,"Aves","Columbiformes","Columbidae","Macropygia","nigrirostris","Black-billed Cuckoo-dove"
6362,"Aves","Columbiformes","Columbidae","Macropygia","mackinlayi","Mackinlay's Cuckoo-dove"
6363,"Aves","Columbiformes","Columbidae","Macropygia","amboinensis","Brown Cuckoo-Dove"
6364,"Aves","Columbiformes","Columbidae","Turacoena","manadensis","White-faced Cuckoo-dove"
6365,"Aves","Columbiformes","Columbidae","Turacoena","modesta","Black Cuckoo-dove"
6366,"Aves","Columbiformes","Columbidae","Reinwardtoena","reinwardti","Great Cuckoo-dove"
6367,"Aves","Columbiformes","Columbidae","Reinwardtoena","browni","Pied Cuckoo-dove"
6368,"Aves","Columbiformes","Columbidae","Reinwardtoena","crassirostris","Crested Cuckoo-dove"
6369,"Aves","Columbiformes","Columbidae","Ectopistes","migratorius","Passenger Pigeon"
6370,"Aves","Columbiformes","Columbidae","Patagioenas","leucocephala","White-crowned Pigeon"
6371,"Aves","Columbiformes","Columbidae","Patagioenas","squamosa","Scaly-naped Pigeon"
6372,"Aves","Columbiformes","Columbidae","Patagioenas","speciosa","Scaled Pigeon"
6373,"Aves","Columbiformes","Columbidae","Patagioenas","corensis","Bare-eyed Pigeon"
6374,"Aves","Columbiformes","Columbidae","Patagioenas","picazuro","Picazuro Pigeon"
6375,"Aves","Columbiformes","Columbidae","Patagioenas","albipennis","White-winged Pigeon"
6376,"Aves","Columbiformes","Columbidae","Patagioenas","albilinea","Southern Band-tailed Pigeon"
6377,"Aves","Columbiformes","Columbidae","Patagioenas","araucana","Chilean Pigeon"
6378,"Aves","Columbiformes","Columbidae","Patagioenas","caribaea","Ring-tailed Pigeon"
6379,"Aves","Columbiformes","Columbidae","Patagioenas","cayennensis","Pale-vented Pigeon"
6380,"Aves","Columbiformes","Columbidae","Patagioenas","flavirostris","Red-billed Pigeon"
6381,"Aves","Columbiformes","Columbidae","Patagioenas","oenops","Peruvian Pigeon"
6382,"Aves","Columbiformes","Columbidae","Patagioenas","inornata","Plain Pigeon"
6383,"Aves","Columbiformes","Columbidae","Patagioenas","plumbea","Plumbeous Pigeon"
6384,"Aves","Columbiformes","Columbidae","Patagioenas","subvinacea","Ruddy Pigeon"
6385,"Aves","Columbiformes","Columbidae","Patagioenas","nigrirostris","Short-billed Pigeon"
6386,"Aves","Columbiformes","Columbidae","Patagioenas","goodsoni","Dusky Pigeon"
6387,"Aves","Columbiformes","Columbidae","Patagioenas","maculosa",NA
6388,"Aves","Columbiformes","Columbidae","Patagioenas","fasciata",NA
6389,"Aves","Columbiformes","Columbidae","Starnoenas","cyanocephala","Blue-headed Quail-dove"
6390,"Aves","Columbiformes","Columbidae","Geotrygon","purpurata","Purple Quail-dove"
6391,"Aves","Columbiformes","Columbidae","Geotrygon","versicolor","Crested Quail-dove"
6392,"Aves","Columbiformes","Columbidae","Geotrygon","leucometopia","White-fronted Quail-dove"
6393,"Aves","Columbiformes","Columbidae","Geotrygon","montana","Ruddy Quail-dove"
6394,"Aves","Columbiformes","Columbidae","Geotrygon","violacea","Violaceous Quail-dove"
6395,"Aves","Columbiformes","Columbidae","Geotrygon","chrysia","Key West Quail-dove"
6396,"Aves","Columbiformes","Columbidae","Geotrygon","mystacea","Bridled Quail-dove"
6397,"Aves","Columbiformes","Columbidae","Geotrygon","caniceps","Grey-headed Quail-Dove"
6398,"Aves","Columbiformes","Columbidae","Geotrygon","lawrencii","Purplish-backed Quail-Dove"
6399,"Aves","Columbiformes","Columbidae","Geotrygon","saphirina","Sapphire Quail-Dove"
6400,"Aves","Columbiformes","Columbidae","Leptotrygon","veraguensis","Olive-backed Quail-dove"
6401,"Aves","Columbiformes","Columbidae","Leptotila","verreauxi","White-tipped Dove"
6402,"Aves","Columbiformes","Columbidae","Leptotila","jamaicensis","Caribbean Dove"
6403,"Aves","Columbiformes","Columbidae","Leptotila","cassinii","Grey-chested Dove"
6404,"Aves","Columbiformes","Columbidae","Leptotila","conoveri","Tolima Dove"
6405,"Aves","Columbiformes","Columbidae","Leptotila","ochraceiventris","Ochre-bellied Dove"
6406,"Aves","Columbiformes","Columbidae","Leptotila","plumbeiceps","Grey-headed Dove"
6407,"Aves","Columbiformes","Columbidae","Leptotila","battyi","Brown-backed Dove"
6408,"Aves","Columbiformes","Columbidae","Leptotila","rufaxilla","Grey-fronted Dove"
6409,"Aves","Columbiformes","Columbidae","Leptotila","wellsi","Grenada Dove"
6410,"Aves","Columbiformes","Columbidae","Leptotila","pallida","Pallid Dove"
6411,"Aves","Columbiformes","Columbidae","Leptotila","megalura","Yungas Dove"
6412,"Aves","Columbiformes","Columbidae","Zentrygon","carrikeri","Tuxtla Quail-dove"
6413,"Aves","Columbiformes","Columbidae","Zentrygon","costaricensis","Buff-fronted Quail-dove"
6414,"Aves","Columbiformes","Columbidae","Zentrygon","lawrencii","Purplish-backed Quail-dove"
6415,"Aves","Columbiformes","Columbidae","Zentrygon","albifacies","White-faced Quail-dove"
6416,"Aves","Columbiformes","Columbidae","Zentrygon","frenata","White-throated Quail-dove"
6417,"Aves","Columbiformes","Columbidae","Zentrygon","linearis","Lined Quail-dove"
6418,"Aves","Columbiformes","Columbidae","Zentrygon","chiriquensis","Chiriqui Quail-dove"
6419,"Aves","Columbiformes","Columbidae","Zentrygon","goldmani","Russet-crowned Quail-dove"
6420,"Aves","Columbiformes","Columbidae","Zenaida","meloda","West Peruvian Dove"
6421,"Aves","Columbiformes","Columbidae","Zenaida","aurita","Zenaida Dove"
6422,"Aves","Columbiformes","Columbidae","Zenaida","galapagoensis","Galapagos Dove"
6423,"Aves","Columbiformes","Columbidae","Zenaida","auriculata","Eared Dove"
6424,"Aves","Columbiformes","Columbidae","Zenaida","macroura","Mourning Dove"
6425,"Aves","Columbiformes","Columbidae","Zenaida","graysoni","Socorro Dove"
6426,"Aves","Columbiformes","Columbidae","Zenaida","asiatica",NA
6427,"Aves","Columbiformes","Columbidae","Columbina","inca","Inca Dove"
6428,"Aves","Columbiformes","Columbidae","Columbina","squammata","Scaled Dove"
6429,"Aves","Columbiformes","Columbidae","Columbina","passerina","Common Ground-dove"
6430,"Aves","Columbiformes","Columbidae","Columbina","minuta","Plain-breasted Ground-dove"
6431,"Aves","Columbiformes","Columbidae","Columbina","buckleyi","Ecuadorian Ground-dove"
6432,"Aves","Columbiformes","Columbidae","Columbina","talpacoti","Ruddy Ground-dove"
6433,"Aves","Columbiformes","Columbidae","Columbina","picui","Picui Dove"
6434,"Aves","Columbiformes","Columbidae","Columbina","cruziana","Croaking Ground-dove"
6435,"Aves","Columbiformes","Columbidae","Columbina","cyanopis","Blue-eyed Ground-dove"
6436,"Aves","Columbiformes","Columbidae","Claravis","pretiosa","Blue Ground-dove"
6437,"Aves","Columbiformes","Columbidae","Claravis","mondetoura","Maroon-chested Ground-dove"
6438,"Aves","Columbiformes","Columbidae","Claravis","geoffroyi","Purple-winged Ground-dove"
6439,"Aves","Columbiformes","Columbidae","Metriopelia","ceciliae","Bare-faced Ground-dove"
